nameWithOwner,url,stargazerCount,createdAt,updatedAt,pushedAt,primaryLanguage,mergedPullRequests,releases,issues,closedIssues
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,89951,2010-12-19T15:16:43Z,2026-08-20T16:59:17Z,2026-08-20T18:32:58Z,C++,16836,68,9177,8842
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,89932,2023-01-27T18:22:42Z,2026-08-20T18:36:24Z,2026-08-20T18:39:24Z,Java,4128,186,1862,1497
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,89883,2018-12-24T14:30:48Z,2026-08-20T18:32:02Z,2026-08-20T05:35:33Z,Python,744,2,1176,1078
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,89859,2014-11-01T23:52:32Z,2026-08-20T18:23:08Z,2026-08-20T16:53:46Z,TypeScript,2822,206,3783,2341
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,89718,2024-11-19T01:10:17Z,2026-08-20T18:38:02Z,2026-08-20T01:12:36Z,TypeScript,1229,27,1179,934
nexu-io/open-design,https://github.com/nexu-io/open-design,89695,2026-04-28T04:25:20Z,2026-08-20T18:39:01Z,2026-08-20T18:38:03Z,TypeScript,2911,29,1798,1354
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,89619,2021-03-03T01:34:05Z,2026-08-20T18:16:21Z,2026-08-20T01:11:33Z,Jupyter Notebook,496,0,166,163
vllm-project/vllm,https://github.com/vllm-project/vllm,89546,2023-02-09T11:23:20Z,2026-08-20T18:10:56Z,2026-08-20T18:23:03Z,Python,20165,103,17452,15275
gohugoio/hugo,https://github.com/gohugoio/hugo,89465,2013-07-04T15:26:26Z,2026-08-20T18:24:25Z,2026-08-20T18:25:38Z,Go,3486,381,8209,7998
gin-gonic/gin,https://github.com/gin-gonic/gin,89087,2014-06-16T23:57:25Z,2026-08-20T17:47:12Z,2026-08-15T05:44:19Z,Go,1248,29,2401,1797
zed-industries/zed,https://github.com/zed-industries/zed,88952,2021-02-20T03:01:06Z,2026-08-20T18:02:26Z,2026-08-20T18:01:45Z,Rust,26477,1000,22557,20047
infiniflow/ragflow,https://github.com/infiniflow/ragflow,88924,2023-12-12T06:13:13Z,2026-08-20T18:22:28Z,2026-08-20T14:42:56Z,Go,8550,53,7641,6350
astral-sh/uv,https://github.com/astral-sh/uv,88916,2023-10-02T20:24:11Z,2026-08-20T18:25:35Z,2026-08-20T18:27:02Z,Rust,10151,303,9233,6873
localsend/localsend,https://github.com/localsend/localsend,88813,2022-12-16T00:46:07Z,2026-08-20T18:28:19Z,2026-08-19T01:45:43Z,Dart,732,26,1789,800
addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,88787,2026-02-15T20:20:26Z,2026-08-20T18:09:36Z,2026-08-14T18:51:33Z,JavaScript,133,9,137,82
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,88629,2023-03-10T18:27:54Z,2026-08-20T18:07:50Z,2026-08-11T02:07:25Z,TypeScript,912,77,3611,2906
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,88553,2015-10-24T19:53:36Z,2026-08-20T18:09:08Z,2026-07-25T07:00:20Z,,484,0,214,194
django/django,https://github.com/django/django,88508,2012-04-28T02:47:18Z,2026-08-20T18:00:24Z,2026-08-19T18:28:47Z,Python,10691,0,0,0
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,87999,2020-05-08T10:38:16Z,2026-08-20T17:12:06Z,2026-07-22T11:59:34Z,Python,3199,33,10721,10561
sveltejs/svelte,https://github.com/sveltejs/svelte,87980,2016-11-20T18:13:05Z,2026-08-20T16:18:27Z,2026-08-20T16:09:54Z,JavaScript,6801,635,9176,8220
syncthing/syncthing,https://github.com/syncthing/syncthing,87820,2013-11-26T09:48:21Z,2026-08-20T18:21:58Z,2026-08-20T09:09:35Z,Go,2931,479,5961,5604
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,87360,2023-09-18T20:52:03Z,2026-08-20T18:21:33Z,2025-04-04T17:30:30Z,,23,0,64,20
odysseus-dev/odysseus,https://github.com/odysseus-dev/odysseus,85801,2026-05-31T14:05:51Z,2026-08-20T18:34:52Z,2026-08-20T17:39:01Z,Python,1434,0,2087,1109
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,85313,2025-06-22T08:02:17Z,2026-08-20T18:24:13Z,2026-08-10T16:38:36Z,TypeScript,192,3,366,98
laravel/laravel,https://github.com/laravel/laravel,84829,2011-06-08T03:06:08Z,2026-08-20T16:40:42Z,2026-08-18T13:45:25Z,Blade,1710,227,0,0
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,84608,2024-03-13T03:33:31Z,2026-08-20T18:16:13Z,2026-08-20T18:31:21Z,TypeScript,7514,133,4542,4251
macrozheng/mall,https://github.com/macrozheng/mall,84586,2018-04-04T01:11:44Z,2026-08-20T15:49:40Z,2026-05-14T08:32:05Z,Java,1,3,506,494
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,84181,2019-10-03T17:31:21Z,2026-08-20T18:02:48Z,2025-12-27T14:22:30Z,Python,309,0,108,71
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,84129,2015-11-28T09:48:17Z,2026-08-20T16:31:41Z,2024-07-29T14:21:23Z,,175,0,61,34
realworld-apps/realworld,https://github.com/realworld-apps/realworld,84117,2016-02-26T20:49:53Z,2026-08-20T17:25:14Z,2026-08-13T21:19:04Z,TypeScript,435,0,549,523
koala73/worldmonitor,https://github.com/koala73/worldmonitor,83445,2026-01-08T17:26:06Z,2026-08-20T18:29:13Z,2026-08-20T16:48:10Z,TypeScript,4658,43,1645,1395
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,83133,2016-10-21T17:02:11Z,2026-08-20T17:42:07Z,2026-07-07T17:42:10Z,,283,0,0,0
animate-css/animate.css,https://github.com/animate-css/animate.css,82739,2011-10-12T10:07:38Z,2026-08-20T17:04:36Z,2024-07-29T19:34:21Z,CSS,315,22,886,843
junegunn/fzf,https://github.com/junegunn/fzf,82597,2013-10-23T16:04:23Z,2026-08-20T17:46:20Z,2026-08-20T15:15:46Z,Go,687,84,3205,2939
fighting41love/funNLP,https://github.com/fighting41love/funNLP,82567,2018-08-21T11:20:39Z,2026-08-20T14:31:23Z,2024-05-10T07:38:24Z,Python,14,0,92,48
vitejs/vite,https://github.com/vitejs/vite,82427,2020-04-21T05:03:57Z,2026-08-20T16:30:26Z,2026-08-20T07:06:40Z,TypeScript,6611,714,8797,8299
tonsky/FiraCode,https://github.com/tonsky/FiraCode,81938,2014-11-11T19:32:38Z,2026-08-20T18:22:29Z,2026-07-28T17:02:16Z,Clojure,145,29,1387,965
mlabonne/llm-course,https://github.com/mlabonne/llm-course,81877,2023-06-17T22:16:25Z,2026-08-20T17:55:28Z,2026-02-05T13:09:26Z,,2,0,99,33
lobehub/lobehub,https://github.com/lobehub/lobehub,81856,2023-05-21T07:19:12Z,2026-08-20T18:37:10Z,2026-08-20T18:37:17Z,TypeScript,7919,1000,6400,6102
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,81495,2018-05-19T00:53:06Z,2026-08-20T18:12:25Z,2026-08-20T15:08:05Z,Go,2046,186,2700,1846
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,81327,2012-10-19T15:02:57Z,2026-08-20T17:48:52Z,2026-08-20T15:38:44Z,Java,200,352,42944,42420
bytedance/deer-flow,https://github.com/bytedance/deer-flow,80419,2025-05-07T02:50:19Z,2026-08-20T17:44:18Z,2026-08-20T00:57:10Z,Python,1777,1,1875,1352
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,80401,2020-01-05T04:11:06Z,2026-08-20T18:01:29Z,2025-10-18T13:39:24Z,Roff,1,0,191,80
netdata/netdata,https://github.com/netdata/netdata,80242,2013-06-17T18:39:10Z,2026-08-20T15:52:06Z,2026-08-20T18:29:35Z,Go,12931,138,8308,8118
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,80205,2016-10-18T07:29:07Z,2026-08-20T18:14:38Z,2026-08-09T13:38:47Z,Python,570,5,0,0
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,80064,2019-08-21T13:15:24Z,2026-08-20T17:28:03Z,2026-08-20T16:38:46Z,TypeScript,2141,107,2505,1938
Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,79920,2026-03-15T02:30:51Z,2026-08-20T18:20:19Z,2026-08-11T14:13:37Z,TypeScript,123,8,243,135
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,79829,2020-07-09T10:34:22Z,2026-08-20T16:14:45Z,2026-07-31T00:50:25Z,JavaScript,1569,0,1396,1228
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,79827,2017-08-23T04:40:24Z,2026-08-20T15:53:59Z,2024-07-30T09:32:19Z,Python,1019,16,0,0
doocs/advanced-java,https://github.com/doocs/advanced-java,79075,2018-10-06T11:38:30Z,2026-08-20T18:15:22Z,2026-06-25T02:21:18Z,Java,94,1,149,149
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,79044,2020-04-11T09:21:31Z,2026-08-20T18:37:41Z,2026-08-02T16:54:01Z,Python,59,0,524,406
paperclipai/paperclip,https://github.com/paperclipai/paperclip,78995,2026-03-02T15:01:51Z,2026-08-20T18:30:36Z,2026-08-20T18:34:55Z,TypeScript,1800,20,2883,791
coder/code-server,https://github.com/coder/code-server,78976,2019-02-27T16:50:41Z,2026-08-20T17:47:25Z,2026-08-19T23:02:31Z,TypeScript,1761,253,3865,3721
ventoy/Ventoy,https://github.com/ventoy/Ventoy,78841,2020-03-10T15:19:19Z,2026-08-20T18:30:14Z,2026-08-06T04:51:23Z,C,302,115,2832,1935
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,78777,2024-05-09T09:48:50Z,2026-08-20T18:28:28Z,2026-08-20T09:23:36Z,Python,231,20,1021,984
Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,78555,2026-02-19T21:44:05Z,2026-08-20T18:35:41Z,2026-08-17T22:57:24Z,JavaScript,8,0,41,12
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,78254,2014-11-20T06:20:50Z,2026-08-20T18:37:29Z,2026-08-04T19:54:53Z,,188,1,131,49
opendatalab/MinerU,https://github.com/opendatalab/MinerU,78092,2024-02-29T08:52:34Z,2026-08-20T18:25:40Z,2026-08-19T10:42:08Z,Python,1539,186,2339,2286
elastic/elasticsearch,https://github.com/elastic/elasticsearch,77846,2010-02-08T13:20:56Z,2026-08-20T18:01:53Z,2026-08-20T18:11:49Z,Java,95642,261,47016,42353
tensorflow/models,https://github.com/tensorflow/models,77648,2016-02-05T01:15:20Z,2026-08-20T15:04:47Z,2026-08-17T23:06:28Z,Python,2345,51,7322,6247
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,77633,2022-12-16T16:04:50Z,2026-08-20T16:52:29Z,2026-03-11T20:09:13Z,MDX,342,0,254,74
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,77403,2023-03-27T18:49:32Z,2026-08-20T17:06:16Z,2025-05-27T20:05:19Z,C++,938,38,2224,1494
FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,76848,2012-02-17T14:19:43Z,2026-08-20T17:17:57Z,2026-07-15T18:15:53Z,JavaScript,222,65,19934,19643
rtk-ai/rtk,https://github.com/rtk-ai/rtk,76797,2026-01-22T16:54:16Z,2026-08-20T18:37:00Z,2026-08-20T11:24:10Z,Rust,552,281,1431,448
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,76697,2018-12-06T08:01:22Z,2026-08-20T17:16:48Z,2026-06-12T13:49:06Z,Java,63,0,61,43
nestjs/nest,https://github.com/nestjs/nest,76410,2017-02-04T20:12:52Z,2026-08-20T16:47:33Z,2026-08-20T02:08:53Z,TypeScript,8699,158,5860,5854
grafana/grafana,https://github.com/grafana/grafana,76330,2013-12-11T15:59:56Z,2026-08-20T18:32:05Z,2026-08-20T18:40:02Z,TypeScript,69550,640,44929,42196
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,76273,2017-03-05T20:25:17Z,2026-08-20T11:56:42Z,2025-09-16T18:34:24Z,,430,0,185,105
redis/redis,https://github.com/redis/redis,76062,2009-03-21T22:32:25Z,2026-08-20T18:15:24Z,2026-08-20T14:45:16Z,C,4763,150,7059,4801
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,76045,2014-08-12T18:04:59Z,2026-08-20T18:28:17Z,2026-08-17T06:09:36Z,C++,1467,36,2765,2329
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,75783,2021-06-16T12:56:48Z,2026-08-20T18:04:50Z,2026-08-11T13:01:19Z,Dart,3895,142,4215,3319
ocornut/imgui,https://github.com/ocornut/imgui,75756,2014-07-21T14:29:47Z,2026-08-20T17:10:18Z,2026-08-19T11:39:50Z,C++,427,122,6919,5872
typicode/json-server,https://github.com/typicode/json-server,75681,2013-11-27T13:21:13Z,2026-08-20T15:43:25Z,2026-03-23T19:40:00Z,JavaScript,171,49,1193,576
D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,75506,2024-10-13T20:29:53Z,2026-08-20T18:36:38Z,2026-08-19T20:19:22Z,Python,106,52,149,147
openai/openai-cookbook,https://github.com/openai/openai-cookbook,75393,2022-03-11T02:08:53Z,2026-08-20T18:27:23Z,2026-08-20T18:25:25Z,Jupyter Notebook,1083,0,818,740
obsproject/obs-studio,https://github.com/obsproject/obs-studio,75242,2013-10-01T02:40:31Z,2026-08-20T18:20:31Z,2026-08-15T00:34:08Z,C,5563,247,5191,4390
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,75076,2021-10-20T13:43:42Z,2026-08-20T17:49:54Z,2026-08-13T14:21:23Z,HTML,319,5,238,108
caddyserver/caddy,https://github.com/caddyserver/caddy,75052,2015-01-13T19:45:03Z,2026-08-20T17:52:17Z,2026-08-19T03:07:24Z,Go,2393,136,4602,4402
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,74793,2025-06-29T15:34:15Z,2026-08-20T17:12:40Z,2026-08-18T17:42:28Z,Python,82,0,201,165
python/cpython,https://github.com/python/cpython,74453,2017-02-10T19:23:51Z,2026-08-20T18:34:23Z,2026-08-20T16:52:18Z,Python,62695,0,77758,70713
enaqx/awesome-react,https://github.com/enaqx/awesome-react,74341,2014-08-06T05:31:44Z,2026-08-20T18:01:41Z,2026-08-20T07:58:12Z,,799,0,127,122
apache/superset,https://github.com/apache/superset,74323,2015-07-21T18:55:34Z,2026-08-20T18:30:54Z,2026-08-20T18:08:19Z,Python,19714,267,12665,12455
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,74280,2023-11-14T17:53:32Z,2026-08-20T17:59:58Z,2026-08-14T17:20:50Z,Python,83,0,404,284
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,74254,2023-05-28T10:09:12Z,2026-08-20T17:55:31Z,2026-08-20T10:53:39Z,Python,1020,36,8029,7034
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,74087,2014-07-15T19:11:19Z,2026-08-20T17:39:00Z,2026-08-11T21:49:59Z,Python,929,0,118,117
unslothai/unsloth,https://github.com/unslothai/unsloth,74056,2023-11-29T16:50:09Z,2026-08-20T18:40:16Z,2026-08-20T18:39:04Z,Python,3596,55,4204,3282
Eugeny/tabby,https://github.com/Eugeny/tabby,74022,2016-12-23T09:06:10Z,2026-08-20T17:14:53Z,2026-08-18T04:03:25Z,TypeScript,1580,209,6327,3624
datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,73950,2025-09-07T09:50:24Z,2026-08-20T18:16:22Z,2026-08-18T06:51:35Z,Python,171,3,309,247
unionlabs/union,https://github.com/unionlabs/union,73852,2023-05-16T22:33:39Z,2026-08-20T12:22:07Z,2026-07-25T18:20:02Z,Rust,3128,113,1842,1714
twitter/the-algorithm,https://github.com/twitter/the-algorithm,73848,2023-03-27T14:57:57Z,2026-08-20T17:56:14Z,2025-09-08T18:40:54Z,Scala,2,0,1082,752
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,73581,2017-10-16T10:12:36Z,2026-08-20T17:52:11Z,2026-08-14T05:59:25Z,MDX,180,2,155,152
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,73537,2015-10-20T00:16:14Z,2026-08-20T15:45:44Z,2026-07-24T10:16:04Z,,3655,0,234,193
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,73419,2017-12-27T03:46:40Z,2026-08-20T18:15:29Z,2026-01-04T03:51:47Z,,37,0,0,0
Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,73330,2026-02-24T02:10:24Z,2026-08-20T18:26:45Z,2026-08-12T03:39:49Z,Python,172,7,204,139
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,73326,2022-08-10T14:36:44Z,2026-08-20T18:03:56Z,2024-06-18T01:53:49Z,Jupyter Notebook,5,0,740,200
strapi/strapi,https://github.com/strapi/strapi,72981,2015-09-30T15:34:48Z,2026-08-20T18:03:28Z,2026-08-20T15:44:25Z,TypeScript,10382,541,12202,11952
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,72961,2012-02-19T01:30:18Z,2026-08-20T17:41:24Z,2026-08-20T10:36:04Z,PHP,709,30,327,319
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,72887,2025-10-17T07:15:01Z,2026-08-20T17:50:48Z,2026-08-10T21:45:44Z,Python,38,0,143,11
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,72881,2024-11-28T10:42:52Z,2026-08-20T18:21:50Z,2026-08-18T11:47:04Z,Jupyter Notebook,505,0,125,124
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,72848,2014-07-17T08:51:11Z,2026-08-20T16:06:38Z,2026-08-19T05:32:17Z,,885,0,593,360
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,72581,2019-03-01T03:27:48Z,2026-08-20T18:15:58Z,2026-08-20T13:07:30Z,Java,586,55,6127,4582
juliangarnier/anime,https://github.com/juliangarnier/anime,72283,2016-03-13T21:37:45Z,2026-08-20T17:52:04Z,2026-08-17T22:01:29Z,JavaScript,87,37,849,752
hakimel/reveal.js,https://github.com/hakimel/reveal.js,72159,2011-06-07T18:54:22Z,2026-08-20T18:05:30Z,2026-05-21T19:20:20Z,JavaScript,415,51,2513,1710
pallets/flask,https://github.com/pallets/flask,72143,2010-04-06T11:11:59Z,2026-08-20T17:23:39Z,2026-08-16T18:35:35Z,Python,1633,38,2762,2762
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,72135,2014-04-03T15:45:02Z,2026-08-20T16:13:19Z,2026-07-15T02:29:53Z,Assembly,0,0,0,0
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,72080,2020-12-20T10:46:38Z,2026-08-20T18:14:13Z,2026-07-30T17:33:42Z,Python,4303,56,2325,2274
moby/moby,https://github.com/moby/moby,71986,2013-01-18T18:10:57Z,2026-08-20T15:35:34Z,2026-08-20T18:39:22Z,Go,23050,308,23591,20310
daytonaio/daytona,https://github.com/daytonaio/daytona,71945,2024-02-06T08:21:20Z,2026-08-20T18:13:47Z,2026-07-24T07:12:07Z,,2505,205,1244,932
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,71747,2014-08-26T15:52:15Z,2026-08-20T18:04:06Z,2026-08-20T18:25:18Z,C++,9762,219,6899,6775
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,71713,2022-07-31T18:45:21Z,2026-08-20T18:33:42Z,2026-08-20T17:31:25Z,TypeScript,9352,567,4002,3399
nektos/act,https://github.com/nektos/act,71577,2019-01-02T19:53:43Z,2026-08-20T17:52:17Z,2026-08-09T22:50:11Z,Go,1061,97,1343,1082
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,71475,2019-11-19T17:24:16Z,2026-08-20T18:09:37Z,2026-08-12T20:53:22Z,Python,144,0,180,90
666ghj/MiroFish,https://github.com/666ghj/MiroFish,71274,2025-11-26T04:23:02Z,2026-08-20T17:47:41Z,2026-08-17T05:17:34Z,Python,27,3,399,338
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,71217,2023-03-20T09:05:13Z,2026-08-20T18:22:53Z,2026-01-25T12:33:10Z,Python,228,32,1784,1486
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,70545,2014-11-15T18:36:49Z,2026-08-20T16:33:57Z,2023-05-04T12:49:34Z,,194,0,86,41
ansible/ansible,https://github.com/ansible/ansible,70406,2012-03-06T14:58:02Z,2026-08-20T17:33:24Z,2026-08-19T18:12:49Z,Python,40061,252,33439,32913
swiftlang/swift,https://github.com/swiftlang/swift,70263,2015-10-23T21:15:07Z,2026-08-20T18:28:57Z,2026-08-20T18:37:53Z,Swift,60714,70,18147,10503
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,69912,2023-06-30T09:04:55Z,2026-08-20T16:24:56Z,2026-01-21T10:12:33Z,Python,673,22,974,957
expressjs/express,https://github.com/expressjs/express,69383,2009-06-26T18:56:01Z,2026-08-20T15:05:32Z,2026-08-01T09:58:10Z,JavaScript,550,165,4067,3962
ruvnet/ruflo,https://github.com/ruvnet/ruflo,68471,2025-06-02T21:24:20Z,2026-08-20T18:33:03Z,2026-08-20T12:38:01Z,TypeScript,568,1000,1637,1064
base/node,https://github.com/base/node,68428,2023-02-01T13:55:02Z,2026-08-20T18:01:15Z,2026-07-22T19:00:12Z,Shell,275,86,379,370
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,68169,2025-12-03T01:40:05Z,2026-08-20T18:09:49Z,2026-08-20T18:39:11Z,TypeScript,2660,237,2554,2091
openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,68082,2023-07-14T07:10:44Z,2026-08-20T18:09:42Z,2026-08-20T03:35:38Z,Rust,438,65,1100,1099
chartjs/Chart.js,https://github.com/chartjs/Chart.js,67648,2013-03-17T23:56:36Z,2026-08-20T16:30:37Z,2026-05-27T21:17:31Z,JavaScript,3018,117,7318,6819
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,67447,2016-03-11T02:02:33Z,2026-08-20T17:43:06Z,2026-08-04T13:59:44Z,Rust,571,75,1820,1702
colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,67355,2026-01-18T21:45:37Z,2026-08-20T18:36:17Z,2026-08-20T17:53:49Z,C,461,30,648,489
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,67323,2020-08-25T02:29:34Z,2026-08-20T16:51:14Z,2026-01-22T04:26:00Z,Python,104,0,143,115
gorhill/uBlock,https://github.com/gorhill/uBlock,67158,2015-04-01T17:51:11Z,2026-08-20T18:34:22Z,2026-08-20T15:06:04Z,JavaScript,0,288,3446,3433
apache/echarts,https://github.com/apache/echarts,67104,2013-04-03T03:18:59Z,2026-08-20T16:17:44Z,2026-08-04T09:07:09Z,TypeScript,1524,125,19383,18018
headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,66997,2026-01-07T19:58:51Z,2026-08-20T18:35:32Z,2026-08-20T18:29:00Z,Python,1466,163,931,685
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,66980,2010-08-17T09:43:38Z,2026-08-20T17:12:50Z,2026-08-20T14:56:33Z,Python,14719,50,12246,10705
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,66708,2020-05-06T14:40:35Z,2026-08-20T18:27:13Z,2026-05-24T10:07:48Z,,978,0,0,0
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,66575,2014-07-11T13:35:34Z,2026-08-20T16:32:01Z,2026-05-03T08:24:10Z,,421,0,105,102
xtekky/gpt4free,https://github.com/xtekky/gpt4free,66573,2023-03-29T17:00:43Z,2026-08-20T14:52:04Z,2026-08-19T22:51:38Z,Python,911,504,2048,2046
cline/cline,https://github.com/cline/cline,66545,2024-07-06T07:28:10Z,2026-08-20T18:26:42Z,2026-08-20T18:40:05Z,TypeScript,4490,375,4389,3732
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,66510,2018-09-04T13:27:04Z,2026-08-20T14:46:23Z,2026-08-02T14:51:44Z,JavaScript,269,0,121,120
santifer/career-ops,https://github.com/santifer/career-ops,66470,2026-04-04T18:21:18Z,2026-08-20T18:40:02Z,2026-08-20T18:34:11Z,JavaScript,1125,37,1049,868
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,66165,2016-07-16T10:21:02Z,2026-08-20T11:57:15Z,2026-08-19T08:47:09Z,Java,2392,0,1249,1245
facebook/docusaurus,https://github.com/facebook/docusaurus,66018,2017-06-20T16:13:53Z,2026-08-20T16:33:06Z,2026-08-20T16:23:01Z,TypeScript,5855,157,3469,3177
webpack/webpack,https://github.com/webpack/webpack,65969,2012-03-10T10:08:14Z,2026-08-20T18:15:48Z,2026-08-20T18:37:06Z,JavaScript,6362,462,10228,10170
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,65869,2021-03-03T16:27:36Z,2026-08-20T18:35:06Z,2026-07-21T11:11:48Z,Jupyter Notebook,312,0,197,185
prometheus/prometheus,https://github.com/prometheus/prometheus,65764,2012-11-24T11:14:12Z,2026-08-20T18:30:41Z,2026-08-20T15:33:17Z,Go,8845,377,6545,6037
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,65757,2024-05-30T09:18:10Z,2026-08-20T18:16:56Z,2026-08-20T17:11:55Z,C++,8060,0,1955,1459
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,65700,2018-02-17T22:40:20Z,2026-08-20T18:35:40Z,2026-08-20T15:34:38Z,Rust,1166,85,2752,2737
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,65670,2025-08-05T10:37:45Z,2026-08-20T18:29:27Z,2026-08-19T22:33:53Z,TypeScript,578,45,601,501
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,65651,2018-02-06T23:54:00Z,2026-08-20T17:37:57Z,2024-08-07T03:19:12Z,Dockerfile,1,1,4966,737
alacritty/alacritty,https://github.com/alacritty/alacritty,65438,2016-02-18T05:02:30Z,2026-08-20T17:18:23Z,2026-08-17T19:36:06Z,Rust,1937,108,6346,6016
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65318,2019-06-12T08:26:27Z,2026-08-20T17:52:04Z,2024-08-04T16:08:40Z,,327,0,253,233
docling-project/docling,https://github.com/docling-project/docling,65300,2024-07-09T07:50:26Z,2026-08-20T18:17:41Z,2026-08-20T15:03:32Z,Python,1140,207,1971,1074
kdn251/interviews,https://github.com/kdn251/interviews,65221,2017-02-14T18:19:25Z,2026-08-20T12:45:49Z,2025-05-12T12:56:04Z,Java,42,0,59,24
localstack/localstack,https://github.com/localstack/localstack,65146,2016-10-25T23:48:03Z,2026-08-20T11:51:18Z,2026-03-23T08:52:01Z,Python,6814,106,6178,6178
