nameWithOwner,url,stargazerCount,createdAt,updatedAt,pushedAt,primaryLanguage,mergedPullRequests,releases,issues,closedIssues
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,34381,2013-01-14T21:40:56Z,2026-08-20T13:37:01Z,2026-08-20T11:36:11Z,Java,4161,120,11230,11132
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,34375,2017-04-24T14:06:31Z,2026-08-20T15:30:50Z,2024-08-03T01:59:11Z,C++,174,15,2007,1667
huggingface/diffusers,https://github.com/huggingface/diffusers,34346,2022-05-30T16:04:02Z,2026-08-20T15:56:49Z,2026-08-20T15:29:27Z,Python,6035,93,5531,4726
xitu/gold-miner,https://github.com/xitu/gold-miner,34328,2015-11-04T03:29:13Z,2026-08-20T15:27:48Z,2024-04-17T09:44:37Z,,3563,0,5604,5590
jaredpalmer/formik,https://github.com/jaredpalmer/formik,34325,2017-06-14T19:50:59Z,2026-08-20T07:36:52Z,2025-11-10T17:02:06Z,TypeScript,836,200,2270,1567
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34289,2009-05-27T16:29:46Z,2026-08-19T17:49:53Z,2024-08-15T20:32:32Z,,218,0,6379,6379
python-poetry/poetry,https://github.com/python-poetry/poetry,34288,2018-02-28T15:23:47Z,2026-08-20T08:47:48Z,2026-08-17T22:01:20Z,Python,2542,151,6359,5871
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,34221,2017-07-13T06:12:33Z,2026-08-20T17:11:07Z,2026-03-07T14:45:13Z,JavaScript,798,0,224,203
agentscope-ai/QwenPaw,https://github.com/agentscope-ai/QwenPaw,34215,2026-02-24T03:42:56Z,2026-08-20T18:24:36Z,2026-08-20T10:42:56Z,Python,2239,108,3555,2961
balena-io/etcher,https://github.com/balena-io/etcher,34197,2015-10-27T16:53:23Z,2026-08-20T17:42:36Z,2026-06-02T09:25:23Z,TypeScript,1733,291,2502,1862
openai/CLIP,https://github.com/openai/CLIP,34197,2020-12-16T11:24:42Z,2026-08-20T12:53:49Z,2026-03-25T18:46:40Z,Jupyter Notebook,30,0,445,193
backstage/backstage,https://github.com/backstage/backstage,34195,2020-01-24T22:39:49Z,2026-08-20T17:38:41Z,2026-08-20T17:30:06Z,TypeScript,21594,542,7736,7552
swc-project/swc,https://github.com/swc-project/swc,34179,2017-12-22T11:40:14Z,2026-08-20T14:02:32Z,2026-08-20T15:56:45Z,Rust,6168,818,4236,3879
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,34175,2014-07-14T16:41:37Z,2026-08-20T17:58:54Z,2026-08-20T17:46:32Z,Go,5311,316,4025,3339
ehang-io/nps,https://github.com/ehang-io/nps,34172,2018-11-04T13:22:51Z,2026-08-20T11:35:54Z,2024-05-30T03:51:08Z,Go,74,59,1204,699
lightpanda-io/browser,https://github.com/lightpanda-io/browser,34155,2023-02-07T15:19:34Z,2026-08-20T18:39:14Z,2026-08-20T09:26:38Z,Zig,2477,20,503,427
aristocratos/btop,https://github.com/aristocratos/btop,34122,2021-05-06T18:40:21Z,2026-08-20T15:52:36Z,2026-08-08T19:49:45Z,C++,454,55,983,525
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,34121,2015-09-18T23:04:55Z,2026-08-20T08:30:23Z,2026-02-12T18:51:57Z,JavaScript,117,42,629,618
qdrant/qdrant,https://github.com/qdrant/qdrant,34094,2020-05-30T21:37:01Z,2026-08-20T18:34:58Z,2026-08-20T17:19:39Z,Rust,6665,116,1961,1471
testerSunshine/12306,https://github.com/testerSunshine/12306,34092,2017-05-17T12:23:40Z,2026-08-20T10:33:16Z,2023-04-02T03:19:43Z,Python,31,1,690,466
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,34083,2017-11-10T06:27:29Z,2026-08-20T15:30:49Z,2024-07-24T02:02:52Z,Java,15,0,175,74
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,34074,2023-02-01T02:43:30Z,2026-08-20T05:59:17Z,2024-02-25T09:49:39Z,Python,5,0,576,138
zxing/zxing,https://github.com/zxing/zxing,34071,2011-10-12T14:07:27Z,2026-08-20T06:44:49Z,2026-08-17T06:52:29Z,Java,387,32,1352,1352
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,34071,2023-08-28T02:18:13Z,2026-08-20T18:32:14Z,2026-07-24T08:01:27Z,Python,161,12,333,287
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,34044,2012-05-10T03:00:55Z,2026-08-20T16:58:00Z,2026-08-20T01:18:54Z,Rust,2212,67,8183,7668
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,34008,2023-03-02T09:04:28Z,2026-08-20T10:45:43Z,2024-01-06T02:41:20Z,Python,21,0,364,136
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,34004,2017-09-16T21:13:40Z,2026-08-20T17:00:27Z,2026-08-11T12:43:28Z,Swift,223,26,1027,1014
K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,33998,2025-10-19T20:54:15Z,2026-08-20T18:24:25Z,2026-08-19T22:41:49Z,Python,77,101,78,75
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,33948,2017-08-09T03:37:15Z,2026-08-19T22:16:11Z,2025-08-18T04:35:31Z,JavaScript,531,68,1618,1047
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,33914,2017-12-20T23:01:16Z,2026-08-20T17:12:07Z,2026-08-12T03:02:03Z,TypeScript,740,88,3319,2569
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,33909,2012-08-13T22:36:09Z,2026-08-20T16:03:21Z,2026-08-20T15:17:10Z,JavaScript,693,0,550,494
lib-pku/libpku,https://github.com/lib-pku/libpku,33876,2018-11-22T13:33:06Z,2026-08-20T12:52:22Z,2022-01-05T04:09:27Z,TeX,22,0,43,32
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,33864,2020-04-27T21:45:16Z,2026-08-20T18:40:02Z,2026-08-20T16:07:10Z,C++,5675,766,868,660
explosion/spaCy,https://github.com/explosion/spaCy,33835,2014-07-03T15:15:40Z,2026-08-20T16:01:03Z,2026-08-07T11:44:36Z,Python,3603,137,5770,5594
TabbyML/tabby,https://github.com/TabbyML/tabby,33833,2023-03-16T09:18:01Z,2026-08-20T17:37:27Z,2026-06-30T20:38:02Z,Rust,3002,249,1013,756
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,33794,2017-07-18T00:06:14Z,2026-08-20T11:35:59Z,2026-08-05T15:34:29Z,Go,182,5,82,82
k3s-io/k3s,https://github.com/k3s-io/k3s,33770,2018-05-31T01:37:46Z,2026-08-20T17:17:16Z,2026-08-20T18:28:46Z,Go,4865,1000,7690,7638
SerenityOS/serenity,https://github.com/SerenityOS/serenity,33764,2018-12-02T19:28:41Z,2026-08-20T17:18:42Z,2026-08-19T22:59:31Z,C++,20157,0,4315,3589
anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,33742,2025-11-20T18:36:20Z,2026-08-20T18:33:54Z,2026-08-20T18:30:24Z,Python,3244,0,1081,173
mli/paper-reading,https://github.com/mli/paper-reading,33712,2021-10-22T06:34:51Z,2026-08-20T13:46:38Z,2025-03-22T03:49:35Z,,15,0,0,0
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,33692,2023-08-16T11:56:07Z,2026-08-20T18:23:14Z,2026-06-18T18:38:25Z,Python,397,0,558,316
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,33673,2021-08-09T14:17:24Z,2026-08-20T17:01:18Z,2026-07-06T12:44:31Z,C,24,300,2805,2450
alibaba/easyexcel,https://github.com/alibaba/easyexcel,33670,2018-02-06T03:14:08Z,2026-08-20T06:10:32Z,2024-10-29T06:07:07Z,Java,190,14,3617,3128
anoma/anoma,https://github.com/anoma/anoma,33655,2021-02-02T10:00:16Z,2026-08-20T09:37:41Z,2026-06-15T14:56:43Z,Elixir,898,12,720,630
binwiederhier/ntfy,https://github.com/binwiederhier/ntfy,33645,2021-10-23T19:25:32Z,2026-08-20T18:37:37Z,2026-08-20T14:18:56Z,Go,422,108,1274,950
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,33635,2016-07-30T18:18:32Z,2026-08-20T03:09:42Z,2024-08-15T10:38:10Z,Java,88,117,1597,1285
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,33612,2014-07-08T05:44:19Z,2026-08-20T16:57:50Z,2024-06-02T22:46:41Z,Ruby,197,0,71,52
apache/kafka,https://github.com/apache/kafka,33574,2011-08-15T18:06:16Z,2026-08-20T18:15:38Z,2026-08-20T18:37:08Z,Java,13872,0,0,0
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,33561,2012-04-20T13:10:49Z,2026-08-20T15:12:50Z,2024-04-01T09:07:32Z,Python,70,2,0,0
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,33471,2020-10-18T16:23:12Z,2026-08-20T15:56:45Z,2026-08-20T18:39:00Z,Python,12365,15,1183,1069
langfuse/langfuse,https://github.com/langfuse/langfuse,33471,2023-05-18T17:47:09Z,2026-08-20T17:58:39Z,2026-08-20T18:07:59Z,TypeScript,7628,658,2873,2576
microsoft/WSL,https://github.com/microsoft/WSL,33459,2016-04-06T17:32:56Z,2026-08-20T18:46:13Z,2026-08-20T18:44:28Z,C++,1437,108,12442,11531
XX-net/XX-Net,https://github.com/XX-net/XX-Net,33452,2015-01-15T09:35:51Z,2026-08-20T06:33:43Z,2026-06-21T23:53:56Z,Python,364,390,13368,5445
MetaCubeX/mihomo,https://github.com/MetaCubeX/mihomo,33395,2021-05-20T11:06:33Z,2026-08-20T16:54:10Z,2026-08-20T12:40:02Z,Python,323,62,1986,1536
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,33393,2011-05-31T21:28:44Z,2026-08-20T09:34:49Z,2023-01-17T19:30:05Z,Objective-C,710,40,0,0
nicolargo/glances,https://github.com/nicolargo/glances,33387,2011-12-04T08:49:15Z,2026-08-20T17:34:07Z,2026-08-18T11:20:49Z,Python,829,61,2220,2124
lutzroeder/netron,https://github.com/lutzroeder/netron,33369,2010-12-26T12:53:43Z,2026-08-20T18:30:08Z,2026-08-18T12:11:10Z,JavaScript,1,9,1272,1257
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,33342,2023-03-11T14:53:14Z,2026-08-20T11:32:39Z,2024-08-03T00:38:07Z,TypeScript,281,0,1011,819
google/comprehensive-rust,https://github.com/google/comprehensive-rust,33320,2022-12-21T15:17:24Z,2026-08-20T16:58:16Z,2026-08-05T08:02:33Z,Rust,2512,0,373,256
remix-run/remix,https://github.com/remix-run/remix,33312,2020-10-26T19:57:28Z,2026-08-20T16:38:14Z,2026-08-20T18:11:51Z,TypeScript,4039,639,2776,2747
motiondivision/motion,https://github.com/motiondivision/motion,33296,2018-11-16T09:48:38Z,2026-08-20T16:50:00Z,2026-08-20T09:50:40Z,TypeScript,1285,0,1943,1840
alibaba/nacos,https://github.com/alibaba/nacos,33286,2018-06-15T06:49:27Z,2026-08-20T12:48:36Z,2026-08-20T13:04:48Z,Java,3897,98,9786,9620
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,33273,2021-01-27T16:03:30Z,2026-08-20T18:15:58Z,2026-08-20T16:11:15Z,Python,1178,216,1745,1432
zeromicro/go-zero,https://github.com/zeromicro/go-zero,33264,2020-08-07T15:37:57Z,2026-08-20T06:38:45Z,2026-08-20T16:25:11Z,Go,2511,154,1995,1888
waydabber/BetterDisplay,https://github.com/waydabber/BetterDisplay,33253,2021-10-24T08:32:56Z,2026-08-20T17:09:11Z,2026-08-18T21:57:21Z,,2,133,3289,3070
AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,33234,2026-02-15T16:11:31Z,2026-08-20T18:39:55Z,2026-08-20T13:43:00Z,Rust,462,128,237,190
linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer,33215,2025-02-12T06:06:49Z,2026-08-20T18:02:54Z,2026-08-13T14:23:12Z,TypeScript,60,47,224,217
certbot/certbot,https://github.com/certbot/certbot,33206,2014-11-12T02:52:20Z,2026-08-20T11:19:51Z,2026-08-18T20:29:04Z,Python,4131,72,5572,5450
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,33195,2013-06-03T04:12:04Z,2026-08-20T14:25:50Z,2024-08-13T00:53:33Z,C,35,0,5382,2545
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,33179,2020-07-11T02:29:21Z,2026-08-20T18:37:06Z,2026-08-19T19:47:38Z,Vue,1919,63,4137,4068
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,33176,2020-10-09T10:04:21Z,2026-08-20T16:41:40Z,2026-06-14T12:57:40Z,Vue,297,32,1849,1203
Leey21/awesome-ai-research-writing,https://github.com/Leey21/awesome-ai-research-writing,33163,2026-01-30T07:59:30Z,2026-08-20T17:50:11Z,2026-08-19T02:47:43Z,,0,0,26,21
cursor/cursor,https://github.com/cursor/cursor,33151,2023-03-12T00:19:42Z,2026-08-20T14:56:00Z,2026-05-12T15:25:06Z,,49,0,0,0
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,33123,2019-04-19T18:14:40Z,2026-08-20T16:33:30Z,2026-08-20T09:52:31Z,TypeScript,1659,88,2078,1535
datawhalechina/happy-llm,https://github.com/datawhalechina/happy-llm,33094,2024-05-28T03:22:50Z,2026-08-20T17:11:07Z,2026-08-08T17:18:48Z,Jupyter Notebook,30,3,134,81
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,33040,2014-07-02T06:02:29Z,2026-08-20T13:18:56Z,2026-08-17T09:22:33Z,TypeScript,682,100,1276,1177
binarywang/WxJava,https://github.com/binarywang/WxJava,33036,2016-01-06T08:24:05Z,2026-08-20T10:54:33Z,2026-08-18T07:12:09Z,Java,1274,31,2531,2520
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,33018,2021-01-12T00:50:14Z,2026-08-20T16:49:01Z,2024-09-10T19:48:56Z,,15,0,85,30
adobe/brackets,https://github.com/adobe/brackets,33013,2011-12-07T21:14:40Z,2026-08-20T15:56:26Z,2022-06-12T08:19:24Z,JavaScript,4332,69,9678,7063
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,32972,2012-09-09T08:25:02Z,2026-08-20T16:04:22Z,2026-08-20T12:51:28Z,C++,14486,115,12670,9147
tokio-rs/tokio,https://github.com/tokio-rs/tokio,32966,2016-09-09T22:31:36Z,2026-08-20T16:58:19Z,2026-08-20T06:57:25Z,Rust,4009,154,2684,2367
gulpjs/gulp,https://github.com/gulpjs/gulp,32950,2013-07-04T05:26:06Z,2026-08-19T13:40:47Z,2026-02-09T06:30:13Z,JavaScript,412,24,1936,1906
